Economy_Label,Partner_Label,Index_Value,Index_Footnote,Index_MissingValue
"China","Cook Islands",0.19,,
"China","Costa Rica",0.35,,
"China","Cote d'Ivoire",0.52,,
"China","Croatia",0.42,,
"China","Cuba",0.23,,
"China","Curacao",0.23,,
"China","Cyprus",0.27,,
"China","Dem. Rep. of the Congo",0.2,,
"China","Denmark",0.45,,
"China","Djibouti",0.44,,
"China","Dominica",0.23,,
"China","Dominican Republic",0.52,,
"China","Ecuador",0.5,,
"China","Egypt",0.61,,
"China","El Salvador",0.22,,
"China","Equatorial Guinea",0.27,,
"China","Eritrea",0.17,,
"China","Estonia",0.23,,
"China","Faroe Islands",0.22,,
"China","Fiji",0.35,,
"China","Finland",0.28,,
"China","France",0.71,,
"China","French Guiana",0.23,,
"China","French Polynesia",0.3,,
"China","Gabon",0.26,,
"China","Gambia",0.19,,
"China","Georgia",0.22,,
"China","Germany",0.68,,
"China","Ghana",0.51,,
"China","Gibraltar",0.18,,
"China","Greece",0.58,,
"China","Greenland",0.19,,
"China","Grenada",0.23,,
"China","Guadeloupe",0.31,,
"China","Guam",0.3,,
"China","Guatemala",0.44,,
"China","Guinea",0.26,,
"China","Guinea-Bissau",0.2,,
"China","Guyana",0.25,,
"China","Haiti",0.23,,
"China","Honduras",0.27,,
"China","Iceland",0.23,,
"China","India",0.73,,
"China","Indonesia",0.46,,
"China","Iran (Islamic Republic of)",0.4,,
"China","Iraq",0.47,,
"China","Ireland",0.27,,
"China","Israel",0.41,,
"China","Italy",0.7,,
"China","Jamaica",0.51,,
"China","Japan",0.66,,
"China","Jordan",0.44,,
"China","Kenya",0.39,,
"China","Kiribati",0.29,,
"China","Kuwait",0.32,,
"China","Latvia",0.26,,
"China","Lebanon",0.43,,
"China","Liberia",0.22,,
"China","Libya",0.31,,
"China","Lithuania",0.44,,
"China","Madagascar",0.23,,
"China","Malaysia",0.76,,
"China","Maldives",0.22,,
"China","Malta",0.51,,
"China","Marshall Islands",0.31,,
"China","Martinique",0.3,,
"China","Mauritania",0.21,,
"China","Mauritius",0.41,,
"China","Mayotte",0.21,,
"China","Mexico",0.57,,
"China","Micronesia (Federated States of)",0.28,,
"China","Montenegro",0.22,,
"China","Morocco",0.68,,
"China","Mozambique",0.31,,
"China","Myanmar",0.31,,
"China","Namibia",0.45,,
"China","Netherlands (Kingdom of the)",0.71,,
"China","Netherlands Antilles",,,"Not applicable"
"China","New Caledonia",0.37,,
"China","New Zealand",0.43,,
"China","Nicaragua",0.23,,
"China","Nigeria",0.49,,
"China","Niue",0.18,,
"China","Norfolk Island",0.15,,
"China","Northern Mariana Islands",0.21,,
"China","Norway",0.23,,
"China","Oman",0.54,,
"China","Pakistan",0.55,,
"China","Palau",0.18,,
"China","Panama",0.56,,
"China","Papua New Guinea",0.34,,
"China","Paraguay",0.17,,
"China","Peru",0.52,,
"China","Philippines",0.42,,
"China","Poland",0.55,,
"China","Portugal",0.63,,
"China","Puerto Rico",0.25,,
"China","Qatar",0.48,,
"China","Republic of Korea",0.84,,
"China","Reunion",0.33,,
"China","Romania",0.28,,
"China","Russian Federation",0.41,,
"China","Saint Helena",0.16,,
"China","Saint Kitts and Nevis",0.18,,
"China","Saint Lucia",0.23,,
"China","Saint Pierre and Miquelon",0.15,,
"China","Saint Vincent and the Grenadines",0.22,,
"China","Samoa",0.32,,
"China","Sao Tome and Principe",0.2,,
"China","Saudi Arabia",0.65,,
"China","Senegal",0.32,,
"China","Serbia and Montenegro",,,"Not applicable"
"China","Seychelles",0.25,,
"China","Sierra Leone",0.22,,
"China","Singapore",0.79,,
"China","Sint Maarten (Dutch part)",0.25,,
"China","Slovenia",0.44,,
"China","Solomon Islands",0.33,,
"China","Somalia",0.35,,
"China","South Africa",0.48,,
"China","Spain",0.72,,
"China","Sri Lanka",0.68,,
"China","Sudan",0.21,,
"China","Sudan (...2011)",,,"Not applicable"
"China","Suriname",0.26,,
"China","Sweden",0.47,,
"China","Syrian Arab Republic",0.25,,
"China","Thailand",0.59,,
"China","Timor-Leste",0.19,,
"China","Togo",0.52,,
"China","Tonga",0.31,,
"China","Trinidad and Tobago",0.28,,
"China","Tunisia",0.2,,
"China","Turkiye",0.63,,
"China","Turks and Caicos Islands",0.16,,
"China","Tuvalu",0.16,,
"China","Ukraine",0.2,,
"China","United Arab Emirates",0.71,,
"China","United Kingdom",0.72,,
"China","United Republic of Tanzania",0.38,,
"China","United States",0.66,,
"China","United States Virgin Islands",0.21,,
"China","Uruguay",0.44,,
"China","Vanuatu",0.32,,
"China","Venezuela (Bolivarian Rep. of)",0.25,,
"China","Viet Nam",0.71,,
"China","Wallis and Futuna Islands",0.17,,
"China","Yemen",0.25,,
"China, Hong Kong SAR","Albania",0.18,,
"China, Hong Kong SAR","Algeria",0.23,,
"China, Hong Kong SAR","American Samoa",0.23,,
"China, Hong Kong SAR","Angola",0.31,,
"China, Hong Kong SAR","Antigua and Barbuda",0.21,,
"China, Hong Kong SAR","Argentina",0.42,,
"China, Hong Kong SAR","Aruba",0.2,,
"China, Hong Kong SAR","Australia",0.46,,
"China, Hong Kong SAR","Bahamas",0.33,,
"China, Hong Kong SAR","Bahrain",0.22,,
"China, Hong Kong SAR","Bangladesh",0.32,,
"China, Hong Kong SAR","Barbados",0.22,,
"China, Hong Kong SAR","Belgium",0.54,,
"China, Hong Kong SAR","Belize",0.2,,
"China, Hong Kong SAR","Benin",0.3,,
"China, Hong Kong SAR","Bermuda",0.15,,
"China, Hong Kong SAR","Bonaire, Sint Eustatius and Saba",0.09,,
"China, Hong Kong SAR","Brazil",0.48,,
"China, Hong Kong SAR","British Virgin Islands",0.17,,
"China, Hong Kong SAR","Brunei Darussalam",0.27,,
"China, Hong Kong SAR","Bulgaria",0.21,,
"China, Hong Kong SAR","Cabo Verde",0.17,,
"China, Hong Kong SAR","Cambodia",0.3,,
"China, Hong Kong SAR","Cameroon",0.3,,
"China, Hong Kong SAR","Canada",0.52,,
"China, Hong Kong SAR","Cayman Islands",0.16,,
"China, Hong Kong SAR","Chile",0.45,,
"China, Hong Kong SAR","China",0.69,,
"China, Hong Kong SAR","China, Hong Kong SAR",,,"Not applicable"
"China, Hong Kong SAR","China, Taiwan Province of",0.64,,
"China, Hong Kong SAR","Christmas Island",0.17,,
"China, Hong Kong SAR","Colombia",0.51,,
"China, Hong Kong SAR","Comoros",0.19,,
"China, Hong Kong SAR","Congo",0.37,,
"China, Hong Kong SAR","Cook Islands",0.17,,
"China, Hong Kong SAR","Costa Rica",0.32,,
"China, Hong Kong SAR","Cote d'Ivoire",0.41,,
"China, Hong Kong SAR","Croatia",0.33,,
"China, Hong Kong SAR","Cuba",0.21,,
"China, Hong Kong SAR","Curacao",0.21,,
"China, Hong Kong SAR","Cyprus",0.24,,
"China, Hong Kong SAR","Dem. Rep. of the Congo",0.19,,
"China, Hong Kong SAR","Denmark",0.36,,
"China, Hong Kong SAR","Djibouti",0.35,,
"China, Hong Kong SAR","Dominica",0.21,,
"China, Hong Kong SAR","Dominican Republic",0.48,,
"China, Hong Kong SAR","Ecuador",0.47,,
"China, Hong Kong SAR","Egypt",0.55,,
"China, Hong Kong SAR","El Salvador",0.21,,
"China, Hong Kong SAR","Equatorial Guinea",0.23,,
"China, Hong Kong SAR","Eritrea",0.17,,
"China, Hong Kong SAR","Estonia",0.14,,
"China, Hong Kong SAR","Faroe Islands",0.13,,
"China, Hong Kong SAR","Fiji",0.32,,
"China, Hong Kong SAR","Finland",0.25,,
"China, Hong Kong SAR","France",0.6,,
"China, Hong Kong SAR","French Guiana",0.21,,
"China, Hong Kong SAR","French Polynesia",0.27,,
"China, Hong Kong SAR","Gabon",0.23,,
"China, Hong Kong SAR","Gambia",0.18,,
"China, Hong Kong SAR","Georgia",0.2,,
"China, Hong Kong SAR","Germany",0.53,,
"China, Hong Kong SAR","Ghana",0.39,,
"China, Hong Kong SAR","Gibraltar",0.17,,
"China, Hong Kong SAR","Greece",0.53,,
"China, Hong Kong SAR","Greenland",0.11,,
"China, Hong Kong SAR","Grenada",0.21,,
"China, Hong Kong SAR","Guadeloupe",0.28,,
"China, Hong Kong SAR","Guam",0.29,,
"China, Hong Kong SAR","Guatemala",0.43,,
"China, Hong Kong SAR","Guinea",0.22,,
"China, Hong Kong SAR","Guinea-Bissau",0.18,,
"China, Hong Kong SAR","Guyana",0.22,,
"China, Hong Kong SAR","Haiti",0.22,,
"China, Hong Kong SAR","Honduras",0.25,,
"China, Hong Kong SAR","Iceland",0.2,,
"China, Hong Kong SAR","India",0.63,,
"China, Hong Kong SAR","Indonesia",0.43,,
"China, Hong Kong SAR","Iran (Islamic Republic of)",0.32,,
"China, Hong Kong SAR","Iraq",0.45,,
"China, Hong Kong SAR","Ireland",0.25,,
"China, Hong Kong SAR","Israel",0.32,,
"China, Hong Kong SAR","Italy",0.6,,
"China, Hong Kong SAR","Jamaica",0.47,,
"China, Hong Kong SAR","Japan",0.59,,
"China, Hong Kong SAR","Jordan",0.41,,
"China, Hong Kong SAR","Kenya",0.3,,
"China, Hong Kong SAR","Kiribati",0.21,,
"China, Hong Kong SAR","Kuwait",0.24,,
"China, Hong Kong SAR","Latvia",0.23,,
"China, Hong Kong SAR","Lebanon",0.33,,
"China, Hong Kong SAR","Liberia",0.2,,
"China, Hong Kong SAR","Libya",0.28,,
"China, Hong Kong SAR","Lithuania",0.35,,
"China, Hong Kong SAR","Madagascar",0.22,,
"China, Hong Kong SAR","Malaysia",0.64,,
"China, Hong Kong SAR","Maldives",0.2,,
"China, Hong Kong SAR","Malta",0.4,,
"China, Hong Kong SAR","Marshall Islands",0.29,,
"China, Hong Kong SAR","Martinique",0.27,,
"China, Hong Kong SAR","Mauritania",0.2,,
"China, Hong Kong SAR","Mauritius",0.38,,
"China, Hong Kong SAR","Mayotte",0.19,,
"China, Hong Kong SAR","Mexico",0.51,,
"China, Hong Kong SAR","Micronesia (Federated States of)",0.27,,
"China, Hong Kong SAR","Montenegro",0.2,,
"China, Hong Kong SAR","Morocco",0.53,,
"China, Hong Kong SAR","Mozambique",0.28,,
"China, Hong Kong SAR","Myanmar",0.24,,
"China, Hong Kong SAR","Namibia",0.33,,
"China, Hong Kong SAR","Netherlands (Kingdom of the)",0.54,,
"China, Hong Kong SAR","Netherlands Antilles",,,"Not applicable"
"China, Hong Kong SAR","New Caledonia",0.27,,
"China, Hong Kong SAR","New Zealand",0.4,,
"China, Hong Kong SAR","Nicaragua",0.22,,
"China, Hong Kong SAR","Nigeria",0.38,,
"China, Hong Kong SAR","Niue",0.17,,
"China, Hong Kong SAR","Norfolk Island",0.15,,
"China, Hong Kong SAR","Northern Mariana Islands",0.27,,
"China, Hong Kong SAR","Norway",0.2,,
"China, Hong Kong SAR","Oman",0.49,,
"China, Hong Kong SAR","Pakistan",0.51,,
"China, Hong Kong SAR","Palau",0.24,,
"China, Hong Kong SAR","Panama",0.52,,
"China, Hong Kong SAR","Papua New Guinea",0.32,,
"China, Hong Kong SAR","Paraguay",0.16,,
"China, Hong Kong SAR","Peru",0.48,,
"China, Hong Kong SAR","Philippines",0.4,,
"China, Hong Kong SAR","Poland",0.42,,
"China, Hong Kong SAR","Portugal",0.48,,
"China, Hong Kong SAR","Puerto Rico",0.24,,
"China, Hong Kong SAR","Qatar",0.46,,
"China, Hong Kong SAR","Republic of Korea",0.67,,
"China, Hong Kong SAR","Reunion",0.3,,
"China, Hong Kong SAR","Romania",0.25,,
"China, Hong Kong SAR","Russian Federation",0.38,,
"China, Hong Kong SAR","Saint Helena",0.15,,
"China, Hong Kong SAR","Saint Kitts and Nevis",0.17,,
"China, Hong Kong SAR","Saint Lucia",0.21,,
"China, Hong Kong SAR","Saint Pierre and Miquelon",0.15,,
"China, Hong Kong SAR","Saint Vincent and the Grenadines",0.2,,
"China, Hong Kong SAR","Samoa",0.23,,
"China, Hong Kong SAR","Sao Tome and Principe",0.11,,
"China, Hong Kong SAR","Saudi Arabia",0.59,,
"China, Hong Kong SAR","Senegal",0.27,,
"China, Hong Kong SAR","Serbia and Montenegro",,,"Not applicable"
"China, Hong Kong SAR","Seychelles",0.23,,
"China, Hong Kong SAR","Sierra Leone",0.2,,
"China, Hong Kong SAR","Singapore",0.67,,
"China, Hong Kong SAR","Sint Maarten (Dutch part)",0.23,,
"China, Hong Kong SAR","Slovenia",0.35,,
"China, Hong Kong SAR","Solomon Islands",0.3,,
"China, Hong Kong SAR","Somalia",0.26,,
"China, Hong Kong SAR","South Africa",0.42,,
"China, Hong Kong SAR","Spain",0.61,,
"China, Hong Kong SAR","Sri Lanka",0.59,,
"China, Hong Kong SAR","Sudan",0.2,,
"China, Hong Kong SAR","Sudan (...2011)",,,"Not applicable"
"China, Hong Kong SAR","Suriname",0.24,,
"China, Hong Kong SAR","Sweden",0.37,,
"China, Hong Kong SAR","Syrian Arab Republic",0.23,,
"China, Hong Kong SAR","Thailand",0.55,,
"China, Hong Kong SAR","Timor-Leste",0.18,,
"China, Hong Kong SAR","Togo",0.41,,
"China, Hong Kong SAR","Tonga",0.22,,
"China, Hong Kong SAR","Trinidad and Tobago",0.25,,
"China, Hong Kong SAR","Tunisia",0.19,,
"China, Hong Kong SAR","Turkiye",0.49,,
"China, Hong Kong SAR","Turks and Caicos Islands",0.15,,
"China, Hong Kong SAR","Tuvalu",0.16,,
"China, Hong Kong SAR","Ukraine",0.19,,
"China, Hong Kong SAR","United Arab Emirates",0.62,,
"China, Hong Kong SAR","United Kingdom",0.55,,
"China, Hong Kong SAR","United Republic of Tanzania",0.29,,
"China, Hong Kong SAR","United States",0.58,,
"China, Hong Kong SAR","United States Virgin Islands",0.19,,
"China, Hong Kong SAR","Uruguay",0.41,,
"China, Hong Kong SAR","Vanuatu",0.23,,
"China, Hong Kong SAR","Venezuela (Bolivarian Rep. of)",0.23,,
"China, Hong Kong SAR","Viet Nam",0.61,,
"China, Hong Kong SAR","Wallis and Futuna Islands",0.16,,
"China, Hong Kong SAR","Yemen",0.24,,
"China, Taiwan Province of","Albania",0.19,,
"China, Taiwan Province of","Algeria",0.23,,
"China, Taiwan Province of","American Samoa",0.3,,
"China, Taiwan Province of","Angola",0.31,,
"China, Taiwan Province of","Antigua and Barbuda",0.21,,
"China, Taiwan Province of","Argentina",0.36,,
"China, Taiwan Province of","Aruba",0.2,,
"China, Taiwan Province of","Australia",0.46,,
"China, Taiwan Province of","Bahamas",0.32,,
"China, Taiwan Province of","Bahrain",0.22,,
"China, Taiwan Province of","Bangladesh",0.32,,
"China, Taiwan Province of","Barbados",0.23,,
"China, Taiwan Province of","Belgium",0.56,,
"China, Taiwan Province of","Belize",0.2,,
"China, Taiwan Province of","Benin",0.31,,
"China, Taiwan Province of","Bermuda",0.16,,
"China, Taiwan Province of","Bonaire, Sint Eustatius and Saba",0.16,,
"China, Taiwan Province of","Brazil",0.42,,
"China, Taiwan Province of","British Virgin Islands",0.17,,
"China, Taiwan Province of","Brunei Darussalam",0.27,,
"China, Taiwan Province of","Bulgaria",0.22,,
"China, Taiwan Province of","Cabo Verde",0.18,,
"China, Taiwan Province of","Cambodia",0.31,,
"China, Taiwan Province of","Cameroon",0.31,,
"China, Taiwan Province of","Canada",0.53,,
"China, Taiwan Province of","Cayman Islands",0.16,,
"China, Taiwan Province of","Chile",0.46,,
"China, Taiwan Province of","China",0.71,,
"China, Taiwan Province of","China, Hong Kong SAR",0.64,,
"China, Taiwan Province of","China, Taiwan Province of",,,"Not applicable"
"China, Taiwan Province of","Christmas Island",0.17,,
"China, Taiwan Province of","Colombia",0.51,,
"China, Taiwan Province of","Comoros",0.19,,
"China, Taiwan Province of","Congo",0.38,,
"China, Taiwan Province of","Cook Islands",0.18,,
"China, Taiwan Province of","Costa Rica",0.32,,
"China, Taiwan Province of","Cote d'Ivoire",0.42,,
"China, Taiwan Province of","Croatia",0.34,,
"China, Taiwan Province of","Cuba",0.21,,
"China, Taiwan Province of","Curacao",0.21,,
"China, Taiwan Province of","Cyprus",0.24,,
"China, Taiwan Province of","Dem. Rep. of the Congo",0.19,,
"China, Taiwan Province of","Denmark",0.37,,
"China, Taiwan Province of","Djibouti",0.35,,
"China, Taiwan Province of","Dominica",0.21,,
"China, Taiwan Province of","Dominican Republic",0.42,,
"China, Taiwan Province of","Ecuador",0.47,,
"China, Taiwan Province of","Egypt",0.56,,
"China, Taiwan Province of","El Salvador",0.21,,
"China, Taiwan Province of","Equatorial Guinea",0.23,,
"China, Taiwan Province of","Eritrea",0.17,,
"China, Taiwan Province of","Estonia",0.21,,
"China, Taiwan Province of","Faroe Islands",0.2,,
"China, Taiwan Province of","Fiji",0.33,,
"China, Taiwan Province of","Finland",0.25,,
"China, Taiwan Province of","France",0.62,,
"China, Taiwan Province of","French Guiana",0.21,,
"China, Taiwan Province of","French Polynesia",0.28,,
"China, Taiwan Province of","Gabon",0.23,,
"China, Taiwan Province of","Gambia",0.18,,
"China, Taiwan Province of","Georgia",0.21,,
"China, Taiwan Province of","Germany",0.61,,
"China, Taiwan Province of","Ghana",0.4,,
"China, Taiwan Province of","Gibraltar",0.18,,
"China, Taiwan Province of","Greece",0.54,,
"China, Taiwan Province of","Greenland",0.11,,
"China, Taiwan Province of","Grenada",0.21,,
"China, Taiwan Province of","Guadeloupe",0.28,,
"China, Taiwan Province of","Guam",0.29,,
"China, Taiwan Province of","Guatemala",0.43,,
"China, Taiwan Province of","Guinea",0.23,,
"China, Taiwan Province of","Guinea-Bissau",0.19,,
"China, Taiwan Province of","Guyana",0.22,,
"China, Taiwan Province of","Haiti",0.22,,
"China, Taiwan Province of","Honduras",0.25,,
"China, Taiwan Province of","Iceland",0.21,,
"China, Taiwan Province of","India",0.65,,
"China, Taiwan Province of","Indonesia",0.43,,
"China, Taiwan Province of","Iran (Islamic Republic of)",0.32,,
"China, Taiwan Province of","Iraq",0.45,,
"China, Taiwan Province of","Ireland",0.25,,
"China, Taiwan Province of","Israel",0.33,,
"China, Taiwan Province of","Italy",0.62,,
"China, Taiwan Province of","Jamaica",0.4,,
"China, Taiwan Province of","Japan",0.6,,
"China, Taiwan Province of","Jordan",0.41,,
"China, Taiwan Province of","Kenya",0.3,,
"China, Taiwan Province of","Kiribati",0.28,,
"China, Taiwan Province of","Kuwait",0.24,,
"China, Taiwan Province of","Latvia",0.24,,
"China, Taiwan Province of","Lebanon",0.34,,
"China, Taiwan Province of","Liberia",0.2,,
"China, Taiwan Province of","Libya",0.28,,
"China, Taiwan Province of","Lithuania",0.35,,
"China, Taiwan Province of","Madagascar",0.22,,
"China, Taiwan Province of","Malaysia",0.66,,
"China, Taiwan Province of","Maldives",0.21,,
"China, Taiwan Province of","Malta",0.41,,
"China, Taiwan Province of","Marshall Islands",0.3,,
"China, Taiwan Province of","Martinique",0.28,,
"China, Taiwan Province of","Mauritania",0.2,,
"China, Taiwan Province of","Mauritius",0.32,,
"China, Taiwan Province of","Mayotte",0.19,,
"China, Taiwan Province of","Mexico",0.51,,
"China, Taiwan Province of","Micronesia (Federated States of)",0.27,,
"China, Taiwan Province of","Montenegro",0.21,,
"China, Taiwan Province of","Morocco",0.61,,
"China, Taiwan Province of","Mozambique",0.28,,
"China, Taiwan Province of","Myanmar",0.24,,
"China, Taiwan Province of","Namibia",0.34,,
"China, Taiwan Province of","Netherlands (Kingdom of the)",0.63,,
"China, Taiwan Province of","Netherlands Antilles",,,"Not applicable"
"China, Taiwan Province of","New Caledonia",0.35,,
"China, Taiwan Province of","New Zealand",0.41,,
"China, Taiwan Province of","Nicaragua",0.22,,
"China, Taiwan Province of","Nigeria",0.39,,
"China, Taiwan Province of","Niue",0.17,,
"China, Taiwan Province of","Norfolk Island",0.15,,
"China, Taiwan Province of","Northern Mariana Islands",0.27,,
"China, Taiwan Province of","Norway",0.21,,
"China, Taiwan Province of","Oman",0.5,,
"China, Taiwan Province of","Pakistan",0.45,,
"China, Taiwan Province of","Palau",0.24,,
"China, Taiwan Province of","Panama",0.52,,
"China, Taiwan Province of","Papua New Guinea",0.32,,
"China, Taiwan Province of","Paraguay",0.09,,
"China, Taiwan Province of","Peru",0.49,,
"China, Taiwan Province of","Philippines",0.41,,
"China, Taiwan Province of","Poland",0.45,,
"China, Taiwan Province of","Portugal",0.51,,
"China, Taiwan Province of","Puerto Rico",0.23,,
"China, Taiwan Province of","Qatar",0.46,,
"China, Taiwan Province of","Republic of Korea",0.69,,
"China, Taiwan Province of","Reunion",0.3,,
"China, Taiwan Province of","Romania",0.26,,
"China, Taiwan Province of","Russian Federation",0.39,,
"China, Taiwan Province of","Saint Helena",0.15,,
"China, Taiwan Province of","Saint Kitts and Nevis",0.17,,
"China, Taiwan Province of","Saint Lucia",0.22,,
"China, Taiwan Province of","Saint Pierre and Miquelon",0.15,,
"China, Taiwan Province of","Saint Vincent and the Grenadines",0.21,,
"China, Taiwan Province of","Samoa",0.3,,
"China, Taiwan Province of","Sao Tome and Principe",0.11,,
"China, Taiwan Province of","Saudi Arabia",0.6,,
"China, Taiwan Province of","Senegal",0.28,,
"China, Taiwan Province of","Serbia and Montenegro",,,"Not applicable"
"China, Taiwan Province of","Seychelles",0.23,,
"China, Taiwan Province of","Sierra Leone",0.21,,
"China, Taiwan Province of","Singapore",0.68,,
"China, Taiwan Province of","Sint Maarten (Dutch part)",0.23,,
"China, Taiwan Province of","Slovenia",0.35,,
"China, Taiwan Province of","Solomon Islands",0.25,,
"China, Taiwan Province of","Somalia",0.26,,
"China, Taiwan Province of","South Africa",0.43,,
"China, Taiwan Province of","Spain",0.63,,
"China, Taiwan Province of","Sri Lanka",0.61,,
"China, Taiwan Province of","Sudan",0.2,,
"China, Taiwan Province of","Sudan (...2011)",,,"Not applicable"
"China, Taiwan Province of","Suriname",0.24,,
"China, Taiwan Province of","Sweden",0.38,,
"China, Taiwan Province of","Syrian Arab Republic",0.23,,
"China, Taiwan Province of","Thailand",0.55,,
"China, Taiwan Province of","Timor-Leste",0.18,,
"China, Taiwan Province of","Togo",0.42,,
"China, Taiwan Province of","Tonga",0.3,,
"China, Taiwan Province of","Trinidad and Tobago",0.25,,
"China, Taiwan Province of","Tunisia",0.19,,
"China, Taiwan Province of","Turkiye",0.56,,
"China, Taiwan Province of","Turks and Caicos Islands",0.15,,
"China, Taiwan Province of","Tuvalu",0.16,,
"China, Taiwan Province of","Ukraine",0.19,,
"China, Taiwan Province of","United Arab Emirates",0.64,,
"China, Taiwan Province of","United Kingdom",0.63,,
"China, Taiwan Province of","United Republic of Tanzania",0.29,,
"China, Taiwan Province of","United States",0.59,,
"China, Taiwan Province of","United States Virgin Islands",0.19,,
"China, Taiwan Province of","Uruguay",0.35,,
"China, Taiwan Province of","Vanuatu",0.3,,
"China, Taiwan Province of","Venezuela (Bolivarian Rep. of)",0.23,,
"China, Taiwan Province of","Viet Nam",0.63,,
"China, Taiwan Province of","Wallis and Futuna Islands",0.16,,
"China, Taiwan Province of","Yemen",0.24,,
"Christmas Island","Albania",0.08,,
"Christmas Island","Algeria",0.08,,
"Christmas Island","American Samoa",0.08,,
"Christmas Island","Angola",0.15,,
"Christmas Island","Antigua and Barbuda",0.08,,
"Christmas Island","Argentina",0.15,,
"Christmas Island","Aruba",0.08,,
"Christmas Island","Australia",0.23,,
"Christmas Island","Bahamas",0.09,,
"Christmas Island","Bahrain",0.08,,
"Christmas Island","Bangladesh",0.15,,
"Christmas Island","Barbados",0.08,,
"Christmas Island","Belgium",0.17,,
"Christmas Island","Belize",0.08,,
"Christmas Island","Benin",0.15,,
"Christmas Island","Bermuda",0.07,,
"Christmas Island","Bonaire, Sint Eustatius and Saba",0.07,,
"Christmas Island","Brazil",0.16,,
"Christmas Island","British Virgin Islands",0.08,,
"Christmas Island","Brunei Darussalam",0.14,,
"Christmas Island","Bulgaria",0.08,,
"Christmas Island","Cabo Verde",0.07,,
"Christmas Island","Cambodia",0.15,,
"Christmas Island","Cameroon",0.15,,
"Christmas Island","Canada",0.16,,
"Christmas Island","Cayman Islands",0.07,,
"Christmas Island","Chile",0.08,,
"Christmas Island","China",0.17,,
"Christmas Island","China, Hong Kong SAR",0.17,,
"Christmas Island","China, Taiwan Province of",0.17,,
"Christmas Island","Christmas Island",,,"Not applicable"
"Christmas Island","Colombia",0.16,,
"Christmas Island","Comoros",0.08,,
"Christmas Island","Congo",0.15,,
"Christmas Island","Cook Islands",0.08,,
"Christmas Island","Costa Rica",0.09,,
"Christmas Island","Cote d'Ivoire",0.16,,
"Christmas Island","Croatia",0.15,,
"Christmas Island","Cuba",0.08,,
"Christmas Island","Curacao",0.08,,
"Christmas Island","Cyprus",0.08,,
"Christmas Island","Dem. Rep. of the Congo",0.08,,
"Christmas Island","Denmark",0.15,,
"Christmas Island","Djibouti",0.15,,
"Christmas Island","Dominica",0.08,,
"Christmas Island","Dominican Republic",0.16,,
"Christmas Island","Ecuador",0.09,,
"Christmas Island","Egypt",0.16,,
"Christmas Island","El Salvador",0.08,,
"Christmas Island","Equatorial Guinea",0.08,,
"Christmas Island","Eritrea",0.07,,
"Christmas Island","Estonia",0.08,,
"Christmas Island","Faroe Islands",0.08,,
"Christmas Island","Fiji",0.15,,
"Christmas Island","Finland",0.08,,
"Christmas Island","France",0.17,,
"Christmas Island","French Guiana",0.08,,
"Christmas Island","French Polynesia",0.15,,
"Christmas Island","Gabon",0.08,,
"Christmas Island","Gambia",0.07,,
"Christmas Island","Georgia",0.08,,
"Christmas Island","Germany",0.17,,
"Christmas Island","Ghana",0.16,,
"Christmas Island","Gibraltar",0.08,,
"Christmas Island","Greece",0.16,,
"Christmas Island","Greenland",0.07,,
"Christmas Island","Grenada",0.08,,
"Christmas Island","Guadeloupe",0.09,,
"Christmas Island","Guam",0.08,,
"Christmas Island","Guatemala",0.08,,
"Christmas Island","Guinea",0.08,,
"Christmas Island","Guinea-Bissau",0.08,,
"Christmas Island","Guyana",0.08,,
"Christmas Island","Haiti",0.08,,
"Christmas Island","Honduras",0.08,,
"Christmas Island","Iceland",0.08,,
"Christmas Island","India",0.17,,
"Christmas Island","Indonesia",0.22,,
"Christmas Island","Iran (Islamic Republic of)",0.08,,
"Christmas Island","Iraq",0.15,,
"Christmas Island","Ireland",0.08,,
"Christmas Island","Israel",0.08,,
"Christmas Island","Italy",0.17,,
"Christmas Island","Jamaica",0.16,,
"Christmas Island","Japan",0.17,,
"Christmas Island","Jordan",0.15,,
"Christmas Island","Kenya",0.15,,
"Christmas Island","Kiribati",0.08,,
"Christmas Island","Kuwait",0.08,,
"Christmas Island","Latvia",0.08,,
"Christmas Island","Lebanon",0.15,,
"Christmas Island","Liberia",0.08,,
"Christmas Island","Libya",0.08,,
"Christmas Island","Lithuania",0.15,,
"Christmas Island","Madagascar",0.15,,
"Christmas Island","Malaysia",0.17,,
"Christmas Island","Maldives",0.14,,
"Christmas Island","Malta",0.16,,
"Christmas Island","Marshall Islands",0.08,,
"Christmas Island","Martinique",0.08,,
"Christmas Island","Mauritania",0.08,,
"Christmas Island","Mauritius",0.16,,
"Christmas Island","Mayotte",0.08,,
"Christmas Island","Mexico",0.16,,
"Christmas Island","Micronesia (Federated States of)",0.08,,
"Christmas Island","Montenegro",0.08,,
"Christmas Island","Morocco",0.17,,
"Christmas Island","Mozambique",0.15,,
"Christmas Island","Myanmar",0.15,,
"Christmas Island","Namibia",0.16,,
"Christmas Island","Netherlands (Kingdom of the)",0.17,,
"Christmas Island","Netherlands Antilles",,,"Not applicable"
"Christmas Island","New Caledonia",0.16,,
"Christmas Island","New Zealand",0.16,,
"Christmas Island","Nicaragua",0.08,,
"Christmas Island","Nigeria",0.16,,
"Christmas Island","Niue",0.07,,
"Christmas Island","Norfolk Island",0.07,,
"Christmas Island","Northern Mariana Islands",0.08,,
"Christmas Island","Norway",0.08,,
"Christmas Island","Oman",0.16,,
