Economy_Label,Quarter_Label,Albania_Index_Value,Algeria_Index_Value,American Samoa_Index_Value,Angola_Index_Value,Anguilla_Index_Value,Antigua and Barbuda_Index_Value,Argentina_Index_Value,Aruba_Index_Value,Australia_Index_Value,Bahamas_Index_Value,Bahrain_Index_Value,Bangladesh_Index_Value,Barbados_Index_Value,Belgium_Index_Value,Belize_Index_Value,Benin_Index_Value,Bermuda_Index_Value,"Bonaire, Sint Eustatius and Saba_Index_Value",Brazil_Index_Value,British Virgin Islands_Index_Value,Brunei Darussalam_Index_Value,Bulgaria_Index_Value,Cabo Verde_Index_Value,Cambodia_Index_Value,Cameroon_Index_Value,Canada_Index_Value,Cayman Islands_Index_Value,Chile_Index_Value,China_Index_Value,"China, Hong Kong SAR_Index_Value","China, Taiwan Province of_Index_Value",Christmas Island_Index_Value,Cocos (Keeling) Islands_Index_Value,Colombia_Index_Value,Comoros_Index_Value,Congo_Index_Value,Cook Islands_Index_Value,Costa Rica_Index_Value,Cote d'Ivoire_Index_Value,Croatia_Index_Value,Cuba_Index_Value,Curacao_Index_Value,Cyprus_Index_Value,Dem. People's Rep. of Korea_Index_Value,Dem. Rep. of the Congo_Index_Value,Denmark_Index_Value,Djibouti_Index_Value,Dominica_Index_Value,Dominican Republic_Index_Value,Ecuador_Index_Value,Egypt_Index_Value,El Salvador_Index_Value,Equatorial Guinea_Index_Value,Eritrea_Index_Value,Estonia_Index_Value,Falkland Islands (Malvinas)_Index_Value,Faroe Islands_Index_Value,Fiji_Index_Value,Finland_Index_Value,France_Index_Value,French Guiana_Index_Value,French Polynesia_Index_Value,Gabon_Index_Value,Gambia_Index_Value,Georgia_Index_Value,Germany_Index_Value,Ghana_Index_Value,Gibraltar_Index_Value,Greece_Index_Value,Greenland_Index_Value,Grenada_Index_Value,Guadeloupe_Index_Value,Guam_Index_Value,Guatemala_Index_Value,Guernsey_Index_Value,Guinea_Index_Value,Guinea-Bissau_Index_Value,Guyana_Index_Value,Haiti_Index_Value,Honduras_Index_Value,Iceland_Index_Value,India_Index_Value,Indonesia_Index_Value,Iran (Islamic Republic of)_Index_Value,Iraq_Index_Value,Ireland_Index_Value,Israel_Index_Value,Italy_Index_Value,Jamaica_Index_Value,Japan_Index_Value,Jersey_Index_Value,Jordan_Index_Value,Kenya_Index_Value,Kiribati_Index_Value,Kuwait_Index_Value,Latvia_Index_Value,Lebanon_Index_Value,Liberia_Index_Value,Libya_Index_Value,Lithuania_Index_Value,Madagascar_Index_Value,Malaysia_Index_Value,Maldives_Index_Value,Malta_Index_Value,Marshall Islands_Index_Value,Martinique_Index_Value,Mauritania_Index_Value,Mauritius_Index_Value,Mayotte_Index_Value,Mexico_Index_Value,Micronesia (Federated States of)_Index_Value,Montenegro_Index_Value,Montserrat_Index_Value,Morocco_Index_Value,Mozambique_Index_Value,Myanmar_Index_Value,Namibia_Index_Value,Nauru_Index_Value,Netherlands (Kingdom of the)_Index_Value,Netherlands Antilles_Index_Value,New Caledonia_Index_Value,New Zealand_Index_Value,Nicaragua_Index_Value,Nigeria_Index_Value,Niue_Index_Value,Norfolk Island_Index_Value,Northern Mariana Islands_Index_Value,Norway_Index_Value,Oman_Index_Value,Pakistan_Index_Value,Palau_Index_Value,Panama_Index_Value,Papua New Guinea_Index_Value,Paraguay_Index_Value,Peru_Index_Value,Philippines_Index_Value,Poland_Index_Value,Portugal_Index_Value,Puerto Rico_Index_Value,Qatar_Index_Value,Republic of Korea_Index_Value,Republic of Moldova_Index_Value,Reunion_Index_Value,Romania_Index_Value,Russian Federation_Index_Value,Saint Helena_Index_Value,Saint Kitts and Nevis_Index_Value,Saint Lucia_Index_Value,Saint Pierre and Miquelon_Index_Value,Saint Vincent and the Grenadines_Index_Value,Samoa_Index_Value,Sao Tome and Principe_Index_Value,Saudi Arabia_Index_Value,Senegal_Index_Value,Serbia and Montenegro_Index_Value,Seychelles_Index_Value,Sierra Leone_Index_Value,Singapore_Index_Value,Sint Maarten (Dutch part)_Index_Value,Slovenia_Index_Value,Solomon Islands_Index_Value,Somalia_Index_Value,South Africa_Index_Value,Spain_Index_Value,Sri Lanka_Index_Value,Sudan_Index_Value,Sudan (...2011)_Index_Value,Suriname_Index_Value,Sweden_Index_Value,Syrian Arab Republic_Index_Value,Thailand_Index_Value,Timor-Leste_Index_Value,Togo_Index_Value,Tonga_Index_Value,Trinidad and Tobago_Index_Value,Tunisia_Index_Value,Turkiye_Index_Value,Turks and Caicos Islands_Index_Value,Tuvalu_Index_Value,Ukraine_Index_Value,United Arab Emirates_Index_Value,United Kingdom_Index_Value,United Republic of Tanzania_Index_Value,United States_Index_Value,United States Virgin Islands_Index_Value,Uruguay_Index_Value,Vanuatu_Index_Value,Venezuela (Bolivarian Rep. of)_Index_Value,Viet Nam_Index_Value,Wallis and Futuna Islands_Index_Value,Yemen_Index_Value
"Kenya","Q1 2020",0.19,0.21,0.19,0.24,0.1,0.11,0.24,0.19,0.25,0.25,0.2,0.2,0.12,0.3,0.12,0.25,0.08,0.1,0.25,0.11,0.19,0.19,0.16,0.2,0.22,0.27,0.08,0.23,0.37,0.28,0.29,0.15,,0.26,0.26,0.24,0.09,0.24,0.25,0.23,0.19,0.19,0.23,,0.18,0.23,0.33,0.12,0.26,0.24,0.35,0.13,0.21,0.17,0.13,,0.1,0.2,0.21,0.3,0.18,0.15,0.22,0.18,0.18,0.28,0.25,0.16,0.27,0.08,0.12,0.23,0.2,0.24,,0.21,0.16,0.13,0.14,0.13,0.11,0.35,0.24,0.3,0.24,0.21,0.26,0.36,0.25,0.27,,0.25,,0.18,0.22,0.2,0.25,0.19,0.22,0.14,0.21,0.36,0.2,0.26,0.18,0.22,0.18,0.26,0.26,0.26,0.17,0.18,0.1,0.28,0.31,0.2,0.23,0.08,0.29,,0.21,0.24,0.12,0.25,,0.07,0.18,0.19,0.35,0.34,0.16,0.26,0.21,0.08,0.23,0.23,0.24,0.26,0.14,0.33,0.29,0.07,0.25,0.25,0.27,,0.11,0.11,,0.12,0.19,0.1,0.35,0.23,,0.29,0.18,0.36,0.21,0.24,0.2,0.28,0.34,0.37,0.35,0.2,,0.13,0.24,0.21,0.26,0.16,0.25,0.11,0.22,0.18,0.35,0.08,0.08,0.26,0.36,0.3,0.34,0.3,0.11,0.24,0.19,0.13,0.25,0.08,0.19
"Kenya","Q1 2021",0.17,0.21,0.19,0.24,0.1,0.11,0.24,0.19,0.25,0.26,0.23,0.2,0.2,0.3,0.12,0.25,0.08,0.1,0.25,0.11,0.18,0.19,0.16,0.19,0.25,0.27,0.08,0.23,0.37,0.28,0.29,0.15,,0.26,0.19,0.24,0.09,0.24,0.24,0.24,0.19,0.19,0.23,,0.18,0.23,0.34,0.12,0.26,0.24,0.35,0.13,0.21,0.18,0.13,,0.11,0.2,0.21,0.3,0.18,0.15,0.21,0.18,0.18,0.29,0.26,0.16,0.27,0.1,0.12,0.24,0.19,0.24,,0.18,0.16,0.19,0.13,0.13,0.11,0.36,0.23,0.29,0.24,0.21,0.26,0.36,0.25,0.26,,0.32,,0.18,0.21,0.13,0.26,0.18,0.22,0.15,0.25,0.36,0.19,0.27,0.18,0.23,0.19,0.24,0.19,0.26,0.17,0.17,0.1,0.28,0.32,0.2,0.23,,0.3,,0.21,0.24,0.13,0.25,0.09,0.07,0.18,0.19,0.34,0.34,0.16,0.26,0.21,0.08,0.23,0.22,0.24,0.27,0.14,0.33,0.29,0.07,0.24,0.24,0.27,,0.11,0.11,,0.12,0.19,0.1,0.35,0.23,,0.21,0.18,0.37,0.21,0.24,0.2,0.28,0.34,0.37,0.35,0.19,,0.2,0.24,0.2,0.26,0.16,0.25,0.19,0.22,0.18,0.34,0.08,0.08,0.26,0.36,0.3,0.33,0.3,0.11,0.24,0.19,0.13,0.25,,0.18
"Kiribati","Q1 2016",0.1,0.11,0.26,0.19,0.1,0.1,0.18,0.11,0.21,0.19,0.18,0.17,0.11,0.22,0.1,0.19,0.08,0.1,0.19,0.09,0.16,0.1,0.09,0.17,0.18,0.2,0.08,0.18,0.29,0.21,0.21,,,0.2,0.1,0.18,0.16,0.11,0.18,0.18,0.1,0.11,0.11,,0.1,0.18,0.19,0.1,0.2,0.19,0.2,0.1,0.1,0.08,0.1,,0.09,0.27,0.18,0.22,0.1,0.19,0.11,0.1,0.09,0.21,0.18,0.08,0.19,0.08,0.11,0.11,0.18,0.18,,0.11,0.09,0.11,0.11,0.11,0.1,0.2,0.18,0.18,0.09,0.1,0.19,0.21,0.2,0.28,,0.18,0.18,,0.1,0.1,0.19,0.1,0.11,0.1,0.1,0.21,0.09,0.19,0.26,0.1,0.09,0.19,0.1,0.2,0.16,0.09,0.09,0.2,0.18,0.17,0.18,0.15,0.21,,0.27,0.27,0.1,0.19,,0.07,0.16,0.18,0.2,0.19,,0.2,0.19,0.08,0.18,0.19,0.18,0.19,0.11,0.17,0.29,0.07,0.11,0.18,0.2,,0.1,0.11,,0.11,0.26,0.1,0.2,0.11,,0.1,0.1,0.22,0.11,0.18,0.26,0.09,0.2,0.21,0.19,0.17,,0.11,0.18,0.1,0.2,0.08,0.19,0.26,0.19,0.1,0.19,,0.23,0.18,0.2,0.22,0.18,0.22,0.1,0.18,0.26,0.11,0.19,0.23,0.17
"Kiribati","Q1 2017",0.1,0.11,0.25,0.19,0.1,0.1,0.19,0.1,0.2,0.19,0.1,0.17,0.11,0.22,0.11,0.18,0.08,0.09,0.19,0.1,0.16,0.1,0.09,0.17,0.18,0.2,0.08,0.19,0.29,0.2,0.28,0.08,,0.2,0.1,0.18,0.15,0.11,0.18,0.18,0.11,0.1,0.11,,0.1,0.18,0.19,0.1,0.2,0.19,0.2,0.1,0.11,0.08,0.1,,0.09,0.26,0.1,0.21,0.1,0.19,0.11,0.1,0.1,0.21,0.18,0.08,0.19,0.08,0.1,0.11,0.18,0.19,,0.11,0.09,0.11,0.11,0.11,0.1,0.2,0.18,0.18,0.17,0.1,0.19,0.21,0.2,0.28,,0.18,0.18,,0.1,0.1,0.19,0.1,0.1,0.1,0.17,0.21,0.1,0.19,0.26,0.11,0.1,0.19,0.1,0.2,0.16,0.09,0.1,0.2,0.17,0.17,0.18,0.15,0.21,,0.26,0.2,0.1,0.19,,0.07,0.18,0.1,0.2,0.19,0.16,0.2,0.19,0.07,0.19,0.19,0.18,0.19,0.11,0.17,0.28,0.07,0.18,0.18,0.2,,0.1,0.1,,0.11,0.18,0.1,0.2,0.11,,0.1,0.1,0.21,0.11,0.18,0.19,0.1,0.2,0.21,0.2,0.1,,0.11,0.18,0.1,0.2,0.08,0.18,0.26,0.12,0.09,0.19,,0.22,0.18,0.2,0.22,0.18,0.22,0.1,0.18,0.26,0.11,0.19,0.22,0.09
"Kiribati","Q1 2018",0.09,0.11,0.25,0.19,0.1,0.1,0.19,0.11,0.2,0.19,0.17,0.17,0.11,0.22,0.1,0.19,0.08,0.09,0.19,0.1,0.16,0.1,0.1,0.17,0.18,0.2,0.08,0.19,0.29,0.21,0.28,0.08,,0.2,0.1,0.18,0.15,0.11,0.18,0.18,0.11,0.11,0.1,,0.09,0.18,0.18,0.1,0.2,0.19,0.2,0.1,0.11,0.08,0.1,,0.09,0.26,0.1,0.21,0.1,0.19,0.11,0.1,0.1,0.21,0.18,0.08,0.19,0.08,0.1,0.12,0.18,0.19,,0.1,0.09,0.11,0.1,0.11,0.1,0.2,0.18,0.18,0.18,0.11,0.19,0.21,0.19,0.28,,0.18,0.18,,0.1,0.1,0.18,0.1,0.11,0.1,0.1,0.21,0.1,0.19,0.26,0.11,0.17,0.18,0.1,0.2,0.15,0.09,0.1,0.2,0.11,0.17,0.18,0.15,0.21,,0.26,0.2,0.1,0.19,,0.08,0.18,0.1,0.2,0.19,0.16,0.2,0.19,0.07,0.19,0.19,0.18,0.2,0.11,0.18,0.28,0.07,0.18,0.18,0.2,,0.1,0.11,,0.11,0.18,0.1,0.2,0.18,,0.1,0.1,0.21,0.12,0.18,0.19,0.1,0.19,0.21,0.2,0.1,,0.11,0.18,0.1,0.2,0.08,0.18,0.26,0.11,0.1,0.2,,0.22,0.19,0.2,0.21,0.18,0.22,0.1,0.18,0.25,0.11,0.19,0.22,0.09
"Kiribati","Q1 2019",0.01,0.02,0.15,0.09,0.01,0.01,0.09,0.01,0.16,0.09,0.08,0.08,0.02,0.1,0.01,0.09,0,0.01,0.09,0.01,0.08,0.01,0.01,0.08,0.09,0.09,0.01,0.09,0.17,0.16,0.16,0.07,,0.09,0.01,0.08,0.14,0.02,0.08,0.08,0.01,0.01,0.01,,0.01,0.08,0.09,0.02,0.09,0.09,0.09,0.01,0.02,0.01,0.01,,0.01,0.22,0.01,0.1,0.01,0.15,0.02,0.01,0.01,0.1,0.09,0.01,0.09,0.01,0.02,0.02,0.08,0.09,,0.02,0.01,0.02,0.02,0.02,0.01,0.09,0.08,0.08,0.08,0.01,0.09,0.1,0.09,0.16,,0.08,0.08,,0.08,0.01,0.08,0.01,0.02,0.08,0.08,0.1,0.08,0.09,0.15,0.02,0.01,0.09,0.01,0.09,0.15,0.01,0.01,0.09,0.08,0.08,0.08,0.14,0.1,,0.15,0.15,0.01,0.09,,0.07,0.08,0.02,0.09,0.09,0.08,0.09,0.15,0,0.09,0.15,0.09,0.09,0.02,0.08,0.17,0,0.08,0.08,0.09,,0.02,0.01,,0.02,0.15,0.01,0.09,0.01,,0.08,0.01,0.17,0.02,0.08,0.15,0.01,0.09,0.1,0.09,0.01,,0.02,0.08,0.01,0.16,0.07,0.09,0.15,0.02,0.01,0.09,0,0.21,0.09,0.09,0.1,0.08,0.1,0.01,0.08,0.15,0.02,0.09,0.21,0.01
"Kiribati","Q1 2020",0.1,0.11,0.26,0.19,0.1,0.1,0.18,0.1,0.2,0.19,0.1,0.17,0.11,0.21,0.1,0.18,0.08,0.09,0.19,0.1,0.17,0.1,0.09,0.17,0.11,0.2,0.08,0.18,0.29,0.2,0.28,0.08,,0.2,0.1,0.18,0.16,0.11,0.18,0.17,0.1,0.1,0.1,,0.09,0.18,0.18,0.1,0.2,0.19,0.2,0.1,0.11,0.09,0.1,,0.09,0.26,0.1,0.21,0.1,0.19,0.11,0.09,0.1,0.2,0.19,0.09,0.19,0.08,0.1,0.11,0.18,0.19,,0.11,0.09,0.11,0.1,0.1,0.1,0.2,0.19,0.17,0.18,0.1,0.19,0.21,0.2,0.27,,0.18,0.18,,0.17,0.1,0.18,0.1,0.11,0.1,0.1,0.21,0.1,0.19,0.26,0.11,0.1,0.18,0.1,0.2,0.17,0.1,0.1,0.2,0.11,0.17,0.18,0.15,0.21,,0.26,0.2,0.1,0.19,,0.07,0.18,0.1,0.2,0.19,0.16,0.2,0.19,0.08,0.19,0.18,0.18,0.19,0.11,0.18,0.28,0.07,0.11,0.18,0.2,,0.1,0.1,,0.1,0.26,0.09,0.2,0.11,,0.1,0.1,0.21,0.11,0.18,0.19,0.1,0.19,0.21,0.2,0.09,,0.11,0.18,0.1,0.19,0.08,0.19,0.18,0.11,0.09,0.2,0.08,0.22,0.18,0.2,0.21,0.18,0.22,0.1,0.18,0.25,0.11,0.19,0.22,0.09
"Kiribati","Q1 2021",0.09,0.11,0.26,0.18,0.1,0.1,0.18,0.1,0.2,0.19,0.17,0.17,0.11,0.21,0.1,0.18,0.08,0.09,0.19,0.1,0.17,0.1,0.09,0.17,0.18,0.19,0.08,0.18,0.29,0.2,0.28,0.08,,0.2,0.1,0.18,0.16,0.11,0.18,0.17,0.1,0.1,0.1,,0.09,0.18,0.18,0.1,0.2,0.19,0.19,0.1,0.11,0.09,0.1,,0.1,0.26,0.1,0.21,0.1,0.19,0.1,0.09,0.1,0.2,0.19,0.09,0.19,0.09,0.1,0.12,0.18,0.19,,0.1,0.09,0.11,0.1,0.1,0.1,0.2,0.18,0.17,0.18,0.1,0.19,0.2,0.2,0.27,,0.18,0.18,,0.1,0.1,0.18,0.1,0.11,0.1,0.1,0.21,0.1,0.19,0.26,0.11,0.1,0.18,0.1,0.2,0.17,0.1,0.1,0.2,0.11,0.17,0.18,,0.21,,0.26,0.2,0.1,0.19,0.15,0.07,0.17,0.1,0.19,0.19,0.16,0.2,0.19,0.08,0.18,0.18,0.18,0.19,0.1,0.18,0.29,0.07,0.11,0.18,0.2,,0.1,0.1,,0.1,0.26,0.09,0.2,0.11,,0.1,0.1,0.21,0.11,0.18,0.19,0.1,0.19,0.21,0.2,0.09,,0.11,0.18,0.1,0.19,0.09,0.19,0.26,0.11,0.09,0.19,0.08,0.21,0.18,0.2,0.21,0.18,0.22,0.1,0.18,0.26,0.11,0.19,,0.09
"Kuwait","Q1 2016",0.09,0.2,0.17,0.21,0.16,0.16,0.21,0.18,0.22,0.2,0.28,0.19,0.18,0.24,0.18,0.21,0.15,0.17,0.21,0.16,0.11,0.11,0.1,0.12,0.2,0.22,0.15,0.21,0.24,0.23,0.23,,,0.22,0.17,0.2,0.09,0.21,0.14,0.21,0.18,0.19,0.13,,0.11,0.13,0.22,0.17,0.22,0.21,0.23,0.19,0.17,0.08,0.11,,0.09,0.19,0.13,0.24,0.1,0.2,0.19,0.11,0.1,0.24,0.21,0.08,0.21,0.08,0.18,0.19,0.19,0.21,,0.13,0.1,0.19,0.19,0.2,0.17,0.23,0.2,0.21,0.27,0.13,0.22,0.23,0.22,0.23,,0.21,0.2,0.1,,0.11,0.22,0.18,0.2,0.12,0.19,0.24,0.11,0.22,0.1,0.11,0.1,0.21,0.19,0.29,0.08,0.09,0.15,0.23,0.2,0.12,0.2,0.08,0.23,,0.2,0.21,0.18,0.22,,0.07,0.09,0.19,0.29,0.29,,0.22,0.12,0.07,0.21,0.13,0.13,0.22,0.19,0.28,0.24,0,0.2,0.13,0.23,,0.17,0.18,,0.18,0.17,0.1,0.29,0.2,,0.19,0.11,0.23,0.19,0.21,0.11,0.18,0.23,0.24,0.22,0.2,,0.19,0.2,0.12,0.22,0.08,0.21,0.1,0.21,0.11,0.22,,0.08,0.14,0.3,0.24,0.2,0.31,0.17,0.2,0.11,0.2,0.22,0.08,0.19
"Kuwait","Q1 2017",0.1,0.11,0.11,0.21,0.1,0.09,0.13,0.1,0.21,0.21,0.27,0.18,0.11,0.24,0.11,0.2,0.08,0.09,0.14,0.1,0.1,0.1,0.09,0.11,0.2,0.21,0.08,0.13,0.23,0.22,0.22,0.08,,0.15,0.16,0.2,0.02,0.13,0.13,0.2,0.11,0.1,0.13,,0.1,0.13,0.21,0.1,0.14,0.13,0.22,0.12,0.13,0.08,0.11,,0.09,0.12,0.11,0.23,0.1,0.13,0.13,0.1,0.1,0.23,0.21,0.08,0.21,0.01,0.1,0.12,0.12,0.14,,0.12,0.09,0.11,0.12,0.12,0.09,0.29,0.13,0.21,0.27,0.12,0.21,0.23,0.14,0.22,,0.2,0.21,0.1,,0.11,0.21,0.1,0.1,0.12,0.18,0.22,0.18,0.22,0.1,0.12,0.11,0.21,0.18,0.14,0.09,0.09,0.09,0.22,0.19,0.17,0.13,0.01,0.23,,0.13,0.13,0.11,0.21,,0.01,0.11,0.1,0.29,0.28,0.09,0.14,0.11,0.01,0.13,0.2,0.21,0.21,0.12,0.27,0.23,0,0.2,0.13,0.22,,0.1,0.11,,0.11,0.1,0.1,0.29,0.13,,0.18,0.11,0.23,0.12,0.2,0.11,0.19,0.22,0.23,0.22,0.19,,0.11,0.13,0.12,0.21,0.08,0.13,0.11,0.12,0.1,0.22,,0.01,0.2,0.29,0.23,0.21,0.23,0.1,0.13,0.11,0.12,0.21,0.01,0.18
"Kuwait","Q1 2018",0.09,0.12,0.11,0.14,0.1,0.1,0.14,0.11,0.21,0.2,0.27,0.19,0.11,0.24,0.11,0.21,0.08,0.09,0.14,0.1,0.1,0.11,0.1,0.11,0.13,0.21,0.08,0.14,0.24,0.23,0.23,0.08,,0.15,0.16,0.21,0.02,0.13,0.14,0.2,0.11,0.11,0.13,,0.09,0.13,0.22,0.1,0.15,0.14,0.22,0.12,0.13,0.08,0.11,,0.09,0.13,0.12,0.23,0.1,0.13,0.13,0.1,0.1,0.23,0.21,0.08,0.22,0.01,0.1,0.12,0.11,0.14,,0.12,0.1,0.12,0.12,0.13,0.1,0.29,0.13,0.28,0.28,0.12,0.21,0.23,0.14,0.22,,0.21,0.2,0.1,,0.11,0.21,0.1,0.2,0.13,0.18,0.23,0.18,0.22,0.1,0.12,0.2,0.2,0.17,0.22,0.08,0.09,0.09,0.23,0.19,0.18,0.13,0.01,0.23,,0.13,0.14,0.12,0.21,,0.07,0.1,0.11,0.29,0.29,0.09,0.15,0.11,0.01,0.14,0.2,0.2,0.21,0.12,0.28,0.23,0.07,0.21,0.21,0.15,,0.1,0.11,,0.1,0.1,0.1,0.23,0.21,,0.18,0.11,0.24,0.12,0.2,0.11,0.17,0.22,0.24,0.23,0.19,,0.12,0.2,0.12,0.21,0.08,0.14,0.11,0.14,0.11,0.22,,0.01,0.21,0.29,0.23,0.2,0.23,0.1,0.14,0.11,0.12,0.21,0.01,0.1
"Kuwait","Q1 2019",0.09,0.12,0.18,0.21,0.09,0.1,0.22,0.12,0.23,0.21,0.28,0.2,0.11,0.25,0.12,0.21,0.08,0.09,0.22,0.1,0.18,0.11,0.1,0.19,0.21,0.24,0.08,0.22,0.26,0.24,0.25,0.14,,0.23,0.17,0.21,0.08,0.15,0.21,0.21,0.12,0.12,0.14,,0.1,0.21,0.23,0.1,0.23,0.22,0.24,0.12,0.13,0.16,0.13,,0.09,0.19,0.14,0.25,0.1,0.19,0.13,0.11,0.1,0.25,0.22,0.08,0.24,0.08,0.1,0.13,0.18,0.22,,0.12,0.09,0.12,0.12,0.14,0.1,0.31,0.22,0.21,0.29,0.13,0.23,0.25,0.23,0.23,,0.23,0.21,0.08,,0.12,0.22,0.11,0.2,0.21,0.18,0.25,0.19,0.24,0.16,0.12,0.11,0.21,0.17,0.24,0.16,0.09,0.09,0.24,0.19,0.18,0.2,0.08,0.25,,0.19,0.22,0.11,0.22,,0.07,0.17,0.11,0.31,0.3,0.09,0.23,0.19,0.08,0.22,0.22,0.22,0.24,0.13,0.3,0.32,0.07,0.2,0.22,0.23,,0.11,0.1,,0.1,0.18,0.1,0.31,0.13,,0.19,0.11,0.32,0.13,0.21,0.19,0.19,0.24,0.26,0.24,0.19,,0.12,0.22,0.12,0.23,0.15,0.21,0.18,0.14,0.1,0.24,0.07,0.08,0.23,0.31,0.25,0.22,0.26,0.1,0.21,0.18,0.13,0.23,0.08,0.17
"Kuwait","Q1 2020",0.11,0.13,0.18,0.21,0.09,0.1,0.21,0.11,0.22,0.21,0.26,0.2,0.11,0.25,0.11,0.21,0.08,0.09,0.22,0.1,0.18,0.11,0.09,0.19,0.13,0.23,0.08,0.21,0.25,0.24,0.24,0.14,,0.23,0.18,0.21,0.09,0.14,0.21,0.21,0.11,0.11,0.14,,0.1,0.21,0.22,0.1,0.23,0.21,0.24,0.12,0.13,0.16,0.12,,0.09,0.19,0.14,0.25,0.1,0.2,0.13,0.1,0.1,0.24,0.22,0.08,0.23,0.08,0.11,0.13,0.19,0.21,,0.12,0.09,0.12,0.12,0.13,0.1,0.31,0.21,0.2,0.29,0.12,0.23,0.24,0.22,0.23,,0.22,0.22,0.17,,0.12,0.22,0.11,0.21,0.13,0.19,0.25,0.19,0.23,0.17,0.12,0.11,0.21,0.18,0.23,0.16,0.1,0.09,0.24,0.2,0.19,0.19,0.08,0.25,,0.19,0.22,0.11,0.22,,0.07,0.17,0.11,0.3,0.3,0.09,0.23,0.19,0.08,0.21,0.21,0.22,0.22,0.13,0.29,0.31,0.07,0.21,0.22,0.23,,0.1,0.1,,0.1,0.18,0.09,0.3,0.14,,0.2,0.1,0.31,0.13,0.21,0.18,0.2,0.23,0.25,0.24,0.19,,0.12,0.21,0.12,0.23,0.15,0.21,0.17,0.14,0.1,0.23,0.07,0.08,0.22,0.31,0.25,0.21,0.25,0.1,0.21,0.18,0.12,0.22,0.08,0.18
"Kuwait","Q1 2021",0.09,0.12,0.11,0.13,0.09,0.1,0.13,0.11,0.14,0.21,0.27,0.19,0.11,0.23,0.1,0.21,0.08,0.09,0.14,0.1,0.1,0.11,0.09,0.11,0.2,0.21,0.08,0.13,0.24,0.23,0.23,0.08,,0.15,0.17,0.2,0.02,0.14,0.13,0.2,0.11,0.11,0.13,,0.1,0.13,0.21,0.1,0.14,0.14,0.22,0.12,0.12,0.17,0.11,,0.1,0.12,0.13,0.23,0.1,0.13,0.12,0.1,0.1,0.23,0.21,0.08,0.22,0.03,0.1,0.13,0.11,0.14,,0.11,0.09,0.11,0.12,0.12,0.1,0.29,0.13,0.19,0.28,0.12,0.21,0.23,0.14,0.22,,0.21,0.21,0.1,,0.12,0.21,0.1,0.19,0.13,0.17,0.23,0.18,0.22,0.1,0.13,0.11,0.2,0.17,0.22,0.09,0.1,0.09,0.22,0.2,0.11,0.12,,0.23,,0.12,0.14,0.12,0.21,0.01,0,0.1,0.11,0.29,0.29,0.08,0.15,0.12,0.01,0.13,0.13,0.14,0.22,0.13,0.28,0.23,0.07,0.19,0.2,0.22,,0.1,0.1,,0.1,0.11,0.09,0.29,0.13,,0.18,0.1,0.24,0.12,0.2,0.11,0.19,0.22,0.24,0.23,0.18,,0.12,0.13,0.12,0.21,0.09,0.21,0.11,0.14,0.09,0.22,0.07,0.01,0.21,0.29,0.23,0.21,0.24,0.1,0.13,0.11,0.11,0.22,,0.17
"Latvia","Q1 2016",0.1,0.2,0.11,0.2,0.1,0.17,0.2,0.19,0.21,0.2,0.19,0.11,0.18,0.31,0.18,0.2,0.08,0.11,0.2,0.09,0.11,0.18,0.1,0.18,0.2,0.21,0.08,0.2,0.23,0.22,0.21,,,0.21,0.17,0.2,0.09,0.2,0.2,0.12,0.18,0.19,0.19,,0.18,0.27,0.21,0.17,0.21,0.2,0.22,0.11,0.18,0.08,0.26,,0.17,0.12,0.28,0.23,0.17,0.19,0.19,0.19,0.1,0.3,0.21,0.08,0.21,0.15,0.18,0.19,0.11,0.2,,0.2,0.1,0.2,0.12,0.19,0.18,0.21,0.19,0.2,0.11,0.19,0.21,0.23,0.21,0.22,,0.2,0.19,0.1,0.11,,0.21,0.1,0.19,0.27,0.18,0.23,0.1,0.21,0.1,0.18,0.17,0.2,0.18,0.21,0.09,0.09,0.09,0.22,0.12,0.18,0.2,0.08,0.3,,0.2,0.2,0.11,0.21,,0.07,0.1,0.2,0.21,0.21,,0.22,0.12,0.07,0.2,0.19,0.28,0.21,0.19,0.19,0.23,0.07,0.2,0.2,0.29,,0.1,0.18,,0.18,0.11,0.17,0.21,0.2,,0.11,0.18,0.23,0.19,0.19,0.11,0.1,0.21,0.24,0.21,0.12,,0.2,0.27,0.18,0.2,0.08,0.2,0.11,0.21,0.18,0.21,,0.09,0.2,0.22,0.3,0.19,0.23,0.1,0.2,0.11,0.2,0.21,0.09,0.11
